Customer ID,Gender,Age,Married,Number of Dependents,City,Zip Code,Latitude,Longitude,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Service,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Category,Churn Reason
2129-ALKBS,Female,49,Yes,4,Needles,92363,35,-115,5,40,None,Yes,49,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Bank Withdrawal,26,1078,0,0,1969,3046,Stayed,Not churned,unknown
2133-TSRRM,Female,47,No,3,Rosemead,91770,34,-118,0,34,None,Yes,33,No,Yes,Fiber Optic,21,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105,3689,0,110,1120,4919,Stayed,Not churned,unknown
2135-DQWAQ,Female,37,No,0,Santa Barbara,93111,34,-120,0,5,Offer E,Yes,46,No,Yes,Fiber Optic,30,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Credit Card,85,420,0,10,229,659,Stayed,Not churned,unknown
2135-RXIHG,Male,63,No,0,Carson,90745,34,-118,0,1,Offer E,Yes,14,No,Yes,Cable,24,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,46,46,0,0,14,60,Churned,Competitor,Competitor had better devices
2137-DQMEV,Male,39,Yes,2,Tustin,92780,34,-118,1,68,Offer A,No,0,No internet service,Yes,DSL,19,Yes,Yes,No,No,Yes,No,No,Yes,One Year,No,Credit Card,45,2984,0,0,0,2984,Stayed,Not churned,unknown
2138-VFAPZ,Female,40,Yes,1,San Francisco,94130,38,-122,8,14,Offer D,Yes,15,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Credit Card,20,264,0,0,215,478,Stayed,Not churned,unknown
2139-FQHLM,Male,49,No,0,Corona,92879,34,-118,0,19,Offer D,Yes,10,No,Yes,Fiber Optic,6,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,No,Credit Card,90,1682,30,0,181,1834,Stayed,Not churned,unknown
2141-RRYGO,Female,51,No,0,Camino,95709,39,-121,0,4,Offer E,Yes,11,No,Yes,DSL,23,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,69,261,0,0,43,304,Churned,Dissatisfaction,Poor expertise of online support
2143-LJULT,Female,55,Yes,0,Fresno,93650,37,-120,1,67,None,Yes,35,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Credit Card,25,1733,0,0,2368,4101,Stayed,Not churned,unknown
2144-BFDSO,Female,70,Yes,0,Ranchita,92066,33,-117,1,50,Offer B,Yes,9,Yes,Yes,Fiber Optic,2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,109,5432,0,0,459,5891,Stayed,Not churned,unknown
2144-ESWKO,Male,47,No,0,San Pedro,90732,34,-118,0,43,None,No,0,No internet service,Yes,Cable,4,Yes,No,Yes,No,No,No,No,Yes,One Year,Yes,Credit Card,35,1464,0,0,0,1464,Stayed,Not churned,unknown
2146-EGVDT,Male,33,Yes,0,Chatsworth,91311,34,-119,3,59,Offer B,Yes,26,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,19,1193,0,0,1509,2701,Stayed,Not churned,unknown
2150-OEGBV,Male,31,No,0,Oakland,94612,38,-122,0,27,None,Yes,33,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Bank Withdrawal,20,563,0,0,902,1464,Stayed,Not churned,unknown
2150-UWTFY,Female,21,Yes,3,San Mateo,94402,38,-122,1,22,Offer D,Yes,43,No,Yes,DSL,30,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,Credit Card,61,1422,0,80,946,2448,Churned,Dissatisfaction,Service dissatisfaction
2150-WLKUW,Female,27,Yes,0,Banning,92220,34,-117,4,40,Offer B,Yes,42,Yes,Yes,DSL,52,No,Yes,No,No,Yes,No,No,Yes,One Year,No,Bank Withdrawal,64,2635,0,0,1684,4319,Stayed,Not churned,unknown
2153-MREFK,Female,55,Yes,0,Fawnskin,92333,34,-117,1,37,None,Yes,30,Yes,Yes,Fiber Optic,4,Yes,No,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,99,3755,0,0,1116,4871,Churned,Attitude,Attitude of support person
2154-KVJFF,Female,42,No,0,Stevinson,95374,37,-121,0,15,Offer D,Yes,43,Yes,Yes,Fiber Optic,21,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,80,1112,0,0,642,1754,Churned,Dissatisfaction,Limited range of services
2155-AMQRX,Female,37,No,0,Norwalk,90650,34,-118,0,28,None,Yes,3,Yes,Yes,Cable,11,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,55,1505,0,0,91,1596,Stayed,Not churned,unknown
2157-MXBJS,Male,20,Yes,0,Calistoga,94515,39,-123,1,13,Offer D,Yes,41,Yes,Yes,Cable,82,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,75,989,0,0,536,1525,Churned,Dissatisfaction,Network reliability
2159-TURXX,Male,26,No,0,Weaverville,96093,41,-123,0,5,None,Yes,22,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,96,0,0,111,206,Stayed,Not churned,unknown
2160-GPFXD,Male,25,Yes,2,Davis,95618,39,-122,1,54,Offer B,Yes,25,Yes,Yes,DSL,52,Yes,Yes,No,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,66,3567,0,0,1328,4895,Stayed,Not churned,unknown
2162-FRZAA,Male,45,Yes,2,Fort Irwin,92310,35,-117,7,63,Offer B,No,0,No internet service,Yes,DSL,16,No,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,39,2395,0,0,0,2395,Stayed,Not churned,unknown
2164-SOQXL,Female,31,Yes,2,Los Angeles,90043,34,-118,10,20,None,Yes,15,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,20,406,0,0,296,702,Stayed,Not churned,unknown
2165-VOEGB,Female,23,No,0,Burbank,91501,34,-118,0,46,None,Yes,43,No,Yes,Fiber Optic,71,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105,4823,0,0,1980,6803,Churned,Other,Don't know
2167-FQSTQ,Female,20,Yes,0,Hayward,94541,38,-122,8,72,None,Yes,37,Yes,Yes,DSL,48,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,92,6786,0,150,2696,9632,Stayed,Not churned,unknown
2169-RRLFW,Female,48,Yes,0,Capay,95607,39,-122,3,71,None,Yes,11,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,26,1888,0,0,794,2682,Stayed,Not churned,unknown
2171-UDMFD,Male,22,Yes,3,Chowchilla,93610,37,-120,5,32,Offer C,Yes,35,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Credit Card,19,675,0,0,1122,1796,Stayed,Not churned,unknown
2172-EJXVF,Female,65,No,0,Los Angeles,90047,34,-118,0,71,None,Yes,26,Yes,Yes,Fiber Optic,23,No,Yes,Yes,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,106,7522,7,100,1818,9434,Stayed,Not churned,unknown
2176-LVPNX,Female,69,No,0,San Jose,95113,37,-122,0,71,Offer A,Yes,37,Yes,Yes,DSL,22,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Two Year,No,Credit Card,90,6293,0,140,2655,9088,Stayed,Not churned,unknown
2176-OSJUV,Male,29,Yes,0,Anaheim,92801,34,-118,2,71,Offer A,Yes,41,Yes,Yes,DSL,69,Yes,Yes,No,Yes,No,No,Yes,Yes,Two Year,No,Bank Withdrawal,65,4682,5,0,2885,7562,Stayed,Not churned,unknown
2178-PMGCJ,Male,22,No,0,Long Beach,90802,34,-118,0,22,Offer D,Yes,16,No,Yes,Fiber Optic,42,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,70,1490,0,0,347,1837,Stayed,Not churned,unknown
2180-DXNEG,Female,46,No,0,Harbor City,90710,34,-118,0,12,None,Yes,26,No,Yes,Fiber Optic,27,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,96,1062,0,0,306,1369,Churned,Dissatisfaction,Product dissatisfaction
2181-TIDSV,Male,47,Yes,3,Glen Ellen,95442,38,-123,4,68,Offer A,Yes,20,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Bank Withdrawal,20,1303,0,0,1343,2646,Stayed,Not churned,unknown
2181-UAESM,Male,30,No,0,Angelus Oaks,92305,34,-117,0,2,None,Yes,13,No,Yes,Cable,76,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,53,120,0,0,25,145,Joined,Not churned,unknown
2186-QZEYA,Female,68,No,0,San Leandro,94579,38,-122,0,29,Offer C,Yes,9,Yes,Yes,DSL,22,Yes,Yes,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,59,1719,33,0,258,1943,Stayed,Not churned,unknown
2187-LZGPL,Female,36,No,0,Walnut Creek,94596,38,-122,0,7,None,No,0,No internet service,Yes,DSL,19,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,40,293,0,0,0,293,Churned,Attitude,Attitude of service provider
2187-PKZAY,Male,23,No,0,Stevinson,95374,37,-121,0,12,None,Yes,40,No,Yes,Fiber Optic,41,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,80,1043,0,0,481,1524,Stayed,Not churned,unknown
2188-SXWVT,Female,31,No,0,Chilcoot,96105,40,-120,0,34,Offer C,Yes,43,No,Yes,DSL,8,Yes,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,55,1885,0,0,1468,3353,Stayed,Not churned,unknown
2189-UXTKY,Female,27,Yes,0,La Quinta,92253,34,-116,1,22,None,Yes,13,Yes,Yes,DSL,51,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,79,1743,0,0,288,2031,Churned,Dissatisfaction,Product dissatisfaction
2189-WWOEW,Female,37,No,0,Keene,93531,35,-119,0,15,None,Yes,25,No,Yes,Fiber Optic,13,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,86,1270,0,0,369,1639,Churned,Other,Don't know
2190-BCXEC,Female,61,Yes,0,Death Valley,92328,36,-117,10,40,None,Yes,40,Yes,Yes,Fiber Optic,17,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,79,3127,0,0,1599,4726,Stayed,Not churned,unknown
2190-PHBHR,Female,22,Yes,0,Hume,93628,37,-119,5,72,Offer A,Yes,23,Yes,Yes,Fiber Optic,48,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,94,6922,0,0,1637,8559,Stayed,Not churned,unknown
2192-CKRLV,Female,57,Yes,0,Wilton,95693,38,-121,2,72,Offer A,No,0,No internet service,Yes,DSL,15,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,49,3581,0,0,0,3581,Stayed,Not churned,unknown
2192-OZITF,Female,60,No,0,San Leandro,94577,38,-122,0,45,Offer B,Yes,44,Yes,Yes,DSL,15,Yes,No,No,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,74,3349,0,0,1993,5342,Stayed,Not churned,unknown
2193-SFWQW,Male,47,Yes,1,San Rafael,94903,38,-123,9,72,None,Yes,24,No,Yes,Fiber Optic,19,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,112,8033,0,0,1734,9767,Stayed,Not churned,unknown
2194-IIQOF,Female,38,Yes,0,Sunnyvale,94087,37,-122,7,71,Offer A,Yes,20,Yes,Yes,DSL,27,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,89,6389,0,0,1413,7802,Stayed,Not churned,unknown
2195-VVRJF,Male,74,Yes,0,Los Angeles,90018,34,-118,6,18,None,Yes,6,No,Yes,DSL,13,Yes,No,No,No,No,Yes,No,Yes,Two Year,Yes,Credit Card,59,1011,31,0,103,1083,Stayed,Not churned,unknown
2195-ZRVAX,Female,40,Yes,0,Rodeo,94572,38,-122,1,47,None,Yes,44,No,Yes,Cable,23,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,4046,0,0,2080,6126,Churned,Other,Don't know
2197-OMWGI,Female,65,Yes,1,Los Angeles,90014,34,-118,4,68,None,No,0,No internet service,Yes,DSL,23,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,53,3656,0,0,0,3656,Stayed,Not churned,unknown
2200-DSAAL,Female,52,No,0,Greenbrae,94904,38,-123,0,68,None,Yes,20,Yes,Yes,DSL,13,No,Yes,Yes,No,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,81,5330,0,90,1380,6801,Stayed,Not churned,unknown
2202-CUYXZ,Male,25,No,0,Dublin,94568,38,-122,0,1,None,Yes,36,No,Yes,Fiber Optic,41,No,No,Yes,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,85,85,0,0,36,121,Churned,Competitor,Competitor had better devices
2202-OUTMO,Female,59,Yes,0,Caruthers,93609,37,-120,5,34,None,Yes,12,Yes,Yes,DSL,26,Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,61,2004,0,0,418,2422,Stayed,Not churned,unknown
2203-GHNWN,Female,24,Yes,0,Julian,92036,33,-116,2,24,None,Yes,45,Yes,Yes,Fiber Optic,82,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,80,1929,0,0,1078,3007,Stayed,Not churned,unknown
2205-LPVGL,Male,71,Yes,1,Colusa,95932,39,-122,1,58,Offer B,Yes,18,Yes,Yes,Fiber Optic,10,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,90,5126,0,130,1069,6325,Stayed,Not churned,unknown
2205-YMZZJ,Male,75,No,0,Clovis,93612,37,-120,0,7,None,Yes,40,Yes,Yes,Fiber Optic,13,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85,547,0,0,277,824,Churned,Competitor,Competitor made better offer
2207-NHRJK,Male,58,No,0,Carmel,93923,36,-122,0,1,Offer E,Yes,1,No,Yes,DSL,27,No,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,51,51,0,0,1,52,Churned,Competitor,Competitor had better devices
2207-OBZNX,Male,56,No,0,Aguanga,92536,33,-117,0,7,None,Yes,34,No,Yes,Cable,22,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,51,354,0,0,241,595,Churned,Attitude,Attitude of service provider
2207-QPJED,Female,66,Yes,0,Somes Bar,95568,41,-123,8,37,None,Yes,16,No,Yes,Fiber Optic,19,No,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Bank Withdrawal,90,3372,0,0,577,3949,Stayed,Not churned,unknown
2207-RYYRL,Male,34,Yes,1,Grass Valley,95945,39,-121,6,52,Offer B,Yes,30,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,25,1331,0,0,1537,2868,Stayed,Not churned,unknown
2208-MPXIO,Female,42,Yes,2,Escondido,92029,33,-117,9,45,None,Yes,22,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,Yes,Bank Withdrawal,20,886,0,0,978,1864,Stayed,Not churned,unknown
2208-NKVVH,Male,60,Yes,2,Costa Mesa,92626,34,-118,4,43,None,Yes,3,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,24,1078,0,0,121,1199,Stayed,Not churned,unknown
2208-NQBCT,Female,23,Yes,3,San Jose,95138,37,-122,10,26,None,Yes,43,No,Yes,Fiber Optic,27,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,82,2070,0,0,1117,3187,Stayed,Not churned,unknown
2208-UGTGR,Male,62,No,0,Sultana,93666,37,-119,0,56,Offer B,Yes,11,Yes,Yes,Fiber Optic,28,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,99,5581,0,0,615,6196,Stayed,Not churned,unknown
2209-XADXF,Female,40,No,0,Willow Creek,95573,41,-124,0,1,Offer E,No,0,No internet service,Yes,DSL,15,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,25,25,0,10,0,35,Joined,Not churned,unknown
2211-RMNHO,Female,36,Yes,2,Rio Nido,95471,39,-123,1,68,None,Yes,25,Yes,Yes,Cable,26,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,85,5560,0,0,1711,7271,Stayed,Not churned,unknown
2212-LYASK,Male,25,Yes,0,Brea,92823,34,-118,3,27,None,No,0,No internet service,Yes,DSL,27,No,Yes,Yes,No,No,Yes,Yes,No,One Year,Yes,Credit Card,46,1246,0,30,0,1276,Stayed,Not churned,unknown
2215-ZAFGX,Male,35,No,0,La Mesa,91942,33,-117,0,9,Offer E,Yes,12,Yes,Yes,Fiber Optic,14,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86,792,0,0,104,895,Stayed,Not churned,unknown
2219-MVUSO,Male,59,No,0,Los Angeles,90028,34,-118,0,8,None,Yes,36,No,Yes,Cable,5,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,45,438,0,0,284,723,Churned,Other,Don't know
2220-IAHLS,Female,49,No,0,Modesto,95356,38,-121,0,1,None,Yes,3,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,19,19,0,0,3,22,Joined,Not churned,unknown
2223-GDSHL,Male,41,Yes,1,Fountain Valley,92708,34,-118,5,71,Offer A,Yes,26,Yes,Yes,Fiber Optic,18,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,116,8298,43,110,1873,10238,Stayed,Not churned,unknown
2223-KAGMX,Female,47,No,0,Santa Rosa,95409,38,-123,0,15,Offer D,Yes,33,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Bank Withdrawal,19,289,0,0,497,786,Churned,Price,Long distance charges
2225-ZRGSG,Female,38,Yes,0,Piru,93040,34,-119,1,70,Offer A,Yes,5,Yes,Yes,Fiber Optic,14,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,94,6579,0,0,384,6963,Churned,Price,Long distance charges
2226-ICFDO,Female,39,Yes,0,Covelo,95428,40,-123,9,72,None,Yes,11,Yes,Yes,DSL,24,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,86,6111,0,0,783,6893,Stayed,Not churned,unknown
2227-JRSJX,Female,22,No,0,Monterey Park,91754,34,-118,0,21,Offer D,Yes,6,No,Yes,Fiber Optic,51,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99,1956,0,0,129,2085,Stayed,Not churned,unknown
2228-BZDEE,Female,45,No,0,Pleasanton,94566,38,-122,0,54,Offer B,Yes,26,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,1079,0,0,1418,2497,Stayed,Not churned,unknown
2229-DPMBI,Female,19,Yes,2,Blairsden Graeagle,96103,40,-121,10,8,None,Yes,13,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,162,0,0,106,268,Stayed,Not churned,unknown
2229-VWQJH,Female,34,No,0,Homewood,96141,39,-120,0,24,None,Yes,5,No,Yes,DSL,16,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49,1233,0,0,116,1349,Stayed,Not churned,unknown
2230-XTUWL,Female,20,Yes,2,Madera,93637,37,-120,3,48,Offer B,Yes,13,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,20,883,0,0,636,1520,Stayed,Not churned,unknown
2232-DMLXU,Female,22,Yes,0,Van Nuys,91411,34,-118,0,1,None,Yes,36,No,Yes,DSL,58,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,No,Credit Card,55,55,0,0,36,91,Churned,Dissatisfaction,Poor expertise of online support
2233-FAGXV,Female,41,Yes,3,Salton City,92275,33,-116,6,5,None,Yes,7,Yes,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,Yes,Credit Card,24,132,0,0,34,166,Stayed,Not churned,unknown
2233-TXSIU,Male,20,Yes,2,Grass Valley,95945,39,-121,1,17,None,No,0,No internet service,Yes,DSL,52,Yes,No,Yes,No,Yes,No,No,Yes,One Year,No,Credit Card,44,792,0,0,0,792,Stayed,Not churned,unknown
2234-EOFPT,Male,48,Yes,0,Santa Ana,92701,34,-118,2,72,None,Yes,30,No,Yes,DSL,14,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Two Year,Yes,Bank Withdrawal,79,5753,0,40,2146,7939,Stayed,Not churned,unknown
2234-XADUH,Female,30,Yes,2,Amboy,92304,35,-116,4,72,None,Yes,30,Yes,Yes,Fiber Optic,59,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,103,7363,45,0,2136,9453,Stayed,Not churned,unknown
2235-DWLJU,Female,75,No,0,Thousand Palms,92276,34,-116,0,6,None,No,0,No internet service,Yes,DSL,24,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,44,263,0,0,0,263,Stayed,Not churned,unknown
2235-EZAIK,Female,21,Yes,0,Badger,93603,37,-119,9,72,Offer A,Yes,22,Yes,Yes,DSL,59,Yes,Yes,Yes,Yes,Yes,No,No,No,Two Year,No,Credit Card,-4,5402,0,20,1614,7035,Stayed,Not churned,unknown
2235-ZGKPT,Female,36,Yes,1,Los Angeles,90062,34,-118,1,4,None,Yes,13,Yes,Yes,Cable,22,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,51,240,0,0,52,291,Churned,Dissatisfaction,Product dissatisfaction
2236-HILPA,Male,55,Yes,2,Hayward,94544,38,-122,9,62,Offer B,Yes,11,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Two Year,No,Credit Card,21,1218,0,0,691,1910,Stayed,Not churned,unknown
2237-ZFSMY,Female,29,No,0,Riverdale,93656,36,-120,0,39,Offer C,Yes,4,No,Yes,Fiber Optic,71,Yes,No,Yes,Yes,Yes,No,Yes,Yes,One Year,Yes,Bank Withdrawal,96,3693,0,0,175,3868,Churned,Attitude,Attitude of service provider
2239-CFOUJ,Male,27,Yes,2,Trinidad,95570,41,-124,3,1,None,Yes,28,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,One Year,No,Credit Card,20,20,0,0,28,48,Joined,Not churned,unknown
2239-CGBUZ,Female,56,Yes,0,West Covina,91791,34,-118,4,51,Offer B,Yes,47,No,Yes,Cable,12,Yes,Yes,No,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,60,3145,0,0,2406,5551,Stayed,Not churned,unknown
2239-JALAW,Male,20,No,0,Escondido,92027,33,-117,0,58,Offer B,Yes,44,Yes,Yes,Fiber Optic,47,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,103,6018,0,0,2581,8599,Churned,Competitor,Competitor made better offer
2240-HSJQD,Male,44,No,2,La Mesa,91942,33,-117,0,38,None,Yes,1,Yes,Yes,Fiber Optic,13,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,82,3142,0,0,48,3190,Stayed,Not churned,unknown
2242-MFOTG,Male,29,No,0,Poway,92064,33,-117,0,33,None,Yes,26,Yes,Yes,Fiber Optic,48,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,80,2603,0,0,848,3452,Stayed,Not churned,unknown
2243-FNMMI,Male,20,No,0,Torrance,90501,34,-118,0,20,Offer D,Yes,31,No,No,No internet service,0, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service, No internet service,Month-to-Month,No,Credit Card,19,415,0,0,620,1036,Stayed,Not churned,unknown
